case,n,k,rate,nu,binary_rows,structural_kernel_dimension,target_rank,instance,source,rank_matrix,kernel_dimension,expected_kernel_dimension,deficiency
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,1,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,2,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,3,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,4,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,5,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,6,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,7,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,8,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,9,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,10,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,11,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,12,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,13,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,14,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,15,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,16,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,17,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,18,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,19,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,20,pep_derived,869,31,31,0
