n,k,rate,ell,nu,binary_rows,target_rank,instance,source,rank_matrix,rank_augmented,matrix_deficiency,K_rank_gain,K_gain_deficiency,deficiency
48,24,0.5,1,93,2232,2304,12,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,13,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,14,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,15,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,16,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,17,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,18,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,19,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,20,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,21,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,22,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,23,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,24,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,25,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,26,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,27,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,28,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,29,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,30,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,31,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,32,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,33,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,34,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,35,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,36,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,37,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,38,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,39,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,40,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,41,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,42,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,43,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,44,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,45,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,46,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,47,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,48,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,49,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,50,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,51,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,52,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,53,pkp_derived,2232,2304,0,72,0,0
